1232	1	2	10	15	32	36	35	10
1233	13	18	19	30	33	34	40	4
1234	1	2	5	12	22	29	9	1
1235	5	6	13	31	33	36	40	2
1236	7	27	29	36	37	38	19	4
1237	2	15	17	27	32	37	13	6
1238	4	6	12	17	27	32	25	9
1239	1	8	23	25	31	40	28	10
1240	1	9	10	19	33	38	23	2
1241	1	18	21	24	29	40	35	6
1242	3	10	13	19	22	33	38	5
1243	8	13	25	28	31	34	21	8
1244	3	5	8	18	20	35	10	3
1245	4	8	17	24	38	39	15	10
1246	13	16	18	23	27	31	6	10
1247	4	5	8	20	28	37	36	1
1248	24	27	28	30	36	37	20	2
1249	6	12	20	28	30	34	33	2
1250	7	12	15	22	27	31	11	8
1251	7	9	21	26	27	33	4	3
1252	2	20	22	25	26	38	12	3
1253	1	2	7	27	28	40	31	1
1254	15	16	21	25	30	32	13	5
1255	3	17	18	26	34	39	25	2
1256	1	2	19	28	30	36	27	10
1257	15	18	20	32	37	39	31	9
1258	6	17	22	23	25	35	7	3
1259	6	8	10	23	33	39	2	1
1260	5	16	25	26	27	39	17	10
1261	1	13	14	22	26	36	7	5
1262	9	19	24	35	39	40	12	6
1263	2	4	15	28	29	30	19	3
1264	23	25	31	32	37	38	13	3
1265	1	7	16	19	26	37	28	5
1266	5	8	12	22	27	39	32	4
1267	6	12	15	26	27	34	3	2
1268	3	11	13	14	21	36	1	9
1269	4	6	7	21	33	40	5	9
1270	17	23	25	28	39	40	15	10
1271	12	13	26	31	32	34	7	2
1272	6	10	12	24	35	40	9	7
1273	1	15	16	21	26	34	2	9
1274	2	5	21	31	35	38	29	6
1275	1	2	5	6	8	18	31	6
1276	13	15	25	26	30	31	6	9
1277	3	8	17	23	33	38	40	8
1278	4	15	18	21	32	33	26	5
1279	13	14	27	30	36	37	28	3
1280	9	13	19	23	31	40	24	3
1281	7	15	18	26	32	34	12	3
1282	4	10	13	27	36	39	26	9
1283	8	10	12	35	36	40	14	10
1284	1	3	5	16	19	34	9	9
1285	1	4	7	13	20	38	39	7
1286	6	8	16	33	35	40	26	5
1287	21	23	26	33	34	38	35	1
1288	2	7	9	17	21	33	29	3
1289	7	13	22	27	34	36	30	7
1290	3	7	9	20	27	40	37	1
1291	3	8	23	31	39	40	22	7
1292	8	11	15	24	35	39	38	4
1293	4	5	11	18	33	40	23	2
1294	2	9	14	19	22	33	10	2
1295	4	5	21	24	35	40	37	7
1296	5	21	24	27	30	35	14	1
1297	13	17	23	27	31	33	25	8
1298	7	11	12	13	15	16	30	3
1299	1	4	12	13	20	24	22	9
1300	7	28	31	34	35	38	33	9
1301	2	13	16	24	35	36	19	8
1302	13	16	18	32	36	37	17	4
1303	8	10	12	20	21	39	26	1
1304	10	11	15	21	24	33	30	6
1305	5	6	7	10	17	24	40	2
1306	9	18	20	27	33	39	6	2
1307	25	26	28	29	30	32	5	4
1308	2	9	10	14	22	24	40	9
1309	8	11	21	27	39	40	20	7
1310	4	7	11	12	15	34	2	2
1311	1	13	15	17	26	31	40	8
1312	2	7	8	9	18	25	36	1
1313	10	12	13	24	29	38	26	9
1314	2	4	15	20	26	31	22	3
1315	10	13	21	23	27	35	5	2
1316	8	13	17	18	27	39	20	7
1317	1	5	15	26	33	35	24	2
1318	7	16	31	38	39	40	28	2
1319	1	3	14	16	36	38	8	7
1320	9	12	17	19	21	35	1	8
1321	6	9	13	30	34	35	17	6
1322	9	15	19	22	23	30	8	5
1323	1	7	29	30	31	40	20	2
1324	2	11	12	14	27	31	13	10
1325	14	15	29	33	36	39	38	8
1326	1	2	15	21	35	36	20	8
1327	18	22	31	32	33	36	26	10
1328	1	17	18	22	28	32	38	10
1329	3	4	18	19	34	35	21	9
1330	8	10	14	15	21	39	20	4
1331	9	13	18	21	24	27	26	8
1332	6	12	23	24	25	36	33	7
1333	6	8	13	14	19	31	2	2
1334	3	6	7	25	26	29	8	4
1335	1	3	8	14	26	30	10	0
1336	1	2	3	7	8	30	14	5
1337	5	19	21	32	36	39	9	8
1338	1	2	12	27	29	31	16	2
1339	5	6	13	19	24	39	26	5
1340	4	9	17	19	20	28	21	7
1341	2	6	25	32	35	36	15	2
1342	13	21	28	29	38	40	30	1
1343	8	11	12	18	33	37	13	4
1344	7	10	11	37	39	40	24	8
1345	3	11	13	15	16	26	5	8
1346	1	16	18	29	30	32	25	5
1347	6	10	11	26	36	38	33	3
1348	13	16	25	29	33	38	18	8
1349	6	7	16	24	37	38	20	8
1350	15	29	31	34	39	40	16	10
1351	9	13	17	18	23	35	39	2
1352	15	24	26	27	38	40	2	2
1353	12	16	18	19	29	39	37	5
1354	3	8	22	33	35	36	37	5
1355	2	4	9	17	19	27	31	5
1356	8	11	13	22	23	36	15	2
1357	6	7	19	29	32	37	27	8
1358	12	26	31	33	36	39	17	8
1359	2	7	14	23	30	33	5	8
1360	3	10	16	17	20	38	32	8
1361	13	14	19	25	34	38	8	1
1362	3	5	13	19	22	32	15	3
1363	1	6	10	20	21	36	32	3
1364	1	2	24	32	36	37	14	1
1365	4	6	9	15	23	29	7	3
1366	5	21	23	27	30	38	36	2
1367	1	11	16	23	29	34	7	3
1368	4	7	19	27	36	40	1	1
1369	6	12	17	20	25	28	10	2
1370	2	4	24	32	33	38	15	4
1371	2	5	11	19	30	31	23	7
1372	6	8	17	18	21	26	10	5
1373	1	21	29	33	39	40	8	4
1374	1	13	19	20	28	37	22	3
1375	6	8	30	32	37	39	16	2
1376	2	14	27	29	34	40	5	2
1377	4	15	19	27	32	33	38	2
1378	1	5	12	15	21	29	4	5
1379	6	9	18	28	30	39	11	8
1380	4	8	9	18	25	28	5	4
1381	14	26	28	30	37	40	23	1
1382	1	4	11	17	31	37	27	7
1383	3	11	21	25	26	31	17	4
1384	5	15	20	32	33	39	17	10
1385	4	7	12	19	20	25	15	3
1386	6	15	16	18	20	34	9	8
1387	12	14	16	24	26	37	6	5
1388	10	12	22	30	31	39	2	2
1389	14	18	23	29	35	37	11	6
1390	10	26	28	37	38	39	13	1
1391	15	20	27	30	38	39	14	10
1392	16	17	20	35	37	39	7	9
1393	8	9	17	19	24	28	10	3
1394	9	22	24	27	34	40	23	6
1395	1	9	13	20	31	33	38	5
1396	3	6	8	18	28	35	23	10
1397	2	6	11	19	22	36	37	10
1398	12	16	18	34	35	39	33	3
1399	4	10	13	19	21	24	31	6
1400	11	13	16	20	31	33	26	3
1401	7	10	22	24	29	38	36	9
1402	3	19	26	28	30	37	10	8
1403	12	17	18	25	29	31	32	2
1404	11	20	22	34	36	38	31	6
1405	3	4	5	9	24	35	13	10
1406	6	19	23	26	36	40	31	10
1407	10	14	16	22	24	35	6	8
1408	7	26	27	32	34	35	19	7
1409	2	4	7	27	32	33	5	3
1410	4	8	11	20	39	40	9	7
1411	2	3	14	17	18	35	7	7
1412	1	2	3	14	36	38	15	1
1413	2	9	10	12	18	23	7	2
1414	14	21	30	31	36	37	40	4
1415	6	8	11	16	29	33	28	7
1416	13	14	27	31	38	40	6	2
1417	4	20	22	34	36	37	33	2
1418	7	14	17	18	25	30	33	10
1419	2	10	24	26	29	33	28	9
1420	4	16	20	25	29	37	27	10
1421	10	15	17	19	35	39	37	6
1422	3	4	14	17	35	38	21	1
1423	5	7	14	19	21	27	23	1
1424	3	22	26	30	33	37	10	2
1425	15	19	20	28	38	40	17	8
1426	2	11	17	19	26	28	34	10
1427	4	10	20	24	25	39	40	10
1428	2	15	27	32	36	40	37	8
1429	2	9	19	28	31	35	7	4
1430	3	12	14	26	32	37	10	6
1431	9	24	25	35	36	39	32	2
1432	16	23	27	28	34	40	2	4
1433	3	17	23	28	34	37	10	3
1434	1	2	5	23	28	39	19	4
1435	11	14	19	21	23	26	34	8
1436	8	18	21	28	33	38	1	5
1437	5	20	22	29	33	37	35	1
1438	9	10	15	19	24	28	37	8
1439	4	6	17	27	31	32	11	9
1440	2	15	19	27	37	39	26	10
1441	15	19	30	32	35	40	18	6
1442	8	19	22	24	27	28	3	4
1443	8	15	16	28	31	32	30	6
1444	13	14	17	18	39	40	37	6
1445	1	5	16	20	30	34	21	9
1446	6	18	21	26	31	39	23	6
1447	5	6	25	30	31	40	17	1
1448	1	2	6	24	26	30	15	3
1449	12	13	18	26	34	40	37	6
1450	5	8	14	17	20	33	18	4
1451	4	9	14	15	27	33	28	7
1452	1	2	7	9	17	32	15	8
1453	3	4	19	21	26	33	20	4
1454	6	15	18	21	23	37	10	9
1455	10	14	15	20	25	37	4	7
1456	8	13	27	32	36	37	24	7
1457	9	22	25	32	33	35	14	10
1458	1	3	5	31	32	38	17	2
1459	1	3	9	34	36	37	40	2
1460	8	10	14	17	33	34	9	10
1461	1	10	19	29	32	37	16	5
1462	9	12	17	20	35	38	34	6
1463	15	18	21	36	37	40	38	6
1464	8	9	13	18	25	33	22	3
1465	3	7	10	16	18	38	5	3
1466	8	11	15	17	31	36	32	6
1467	12	18	19	26	35	37	15	2
1468	9	15	18	22	36	39	34	5
1469	6	8	18	19	20	35	4	7
1470	2	13	18	22	26	39	38	4
1471	4	12	22	26	35	40	8	2
1472	1	3	8	20	26	38	15	1
1473	3	17	31	34	37	39	5	4
1474	1	11	19	31	35	40	2	6
1475	16	17	19	24	34	35	3	1
1476	1	14	15	27	33	39	25	3
1477	1	18	22	23	26	34	13	5
1478	1	17	22	23	26	38	29	8
1479	3	7	14	23	28	31	18	10
1480	12	16	23	27	28	30	17	3
1481	9	15	19	21	26	30	11	5
1482	1	6	12	24	26	34	33	3
1483	2	12	13	16	23	31	15	5
1484	7	12	20	31	34	39	14	5
1485	14	15	23	24	28	33	3	7
1486	4	9	20	24	26	37	7	8
1487	10	14	17	18	37	38	11	2
1488	13	14	16	19	21	39	24	4
1489	8	12	21	23	29	35	16	6
1490	3	5	9	10	15	40	24	2
1491	17	18	19	20	22	40	13	7
1492	6	15	19	31	35	40	23	3
1493	12	24	25	27	36	39	2	7
1494	7	13	17	19	27	29	4	4
1495	5	14	15	18	21	27	4	8
1496	2	9	12	15	23	25	34	8
1497	11	13	23	30	34	38	18	4
1498	1	16	23	25	27	33	3	6
1499	4	5	14	18	19	21	26	4
1500	13	14	17	18	20	31	16	1
1501	1	2	7	13	23	28	10	6
1502	4	7	16	27	36	38	1	7
1503	11	19	24	27	36	40	18	2
1504	1	5	22	24	30	32	11	8
1505	9	13	27	28	29	40	1	4
1506	3	8	21	30	31	37	24	8
1507	3	15	22	28	35	39	29	3
1508	5	26	33	34	38	40	24	2
1509	4	12	17	24	28	34	16	10
1510	2	7	14	16	17	25	20	10
1511	6	7	11	13	32	34	30	1
1512	10	14	21	28	29	37	30	5
1513	5	10	11	14	15	18	37	7
1514	8	28	30	34	36	37	14	4
1515	11	12	13	17	18	19	7	5
1516	3	7	8	9	17	35	10	9
1517	3	10	20	24	30	33	25	9
1518	5	11	20	22	31	33	24	6
1519	2	5	17	19	20	29	24	5
1520	14	15	18	22	30	33	19	1
1521	5	11	21	22	26	35	6	9
1522	1	5	8	17	29	35	24	1
1523	9	15	16	17	18	28	21	4
1524	7	9	12	15	21	25	8	2
1525	8	9	18	23	37	39	11	5
1526	1	5	7	12	24	38	17	1
1527	6	12	16	18	31	37	10	7
1528	9	12	14	18	35	36	39	2
1529	12	13	22	23	24	27	1	10
1530	7	10	13	21	28	31	30	3
1531	7	22	27	28	36	40	9	10
1532	1	5	9	22	30	35	8	1
1533	4	14	15	17	29	36	19	7
1534	3	4	19	20	28	35	25	4
1535	2	3	9	12	21	26	17	8
1536	19	21	24	26	30	37	2	7
1537	1	12	15	20	29	32	10	8
1538	11	20	22	23	31	36	3	1
1539	3	13	19	26	39	40	35	4
1540	12	13	19	25	32	38	27	4
1541	9	15	22	27	32	40	33	2
1542	3	6	13	18	34	40	15	1
1543	14	20	23	25	30	38	9	2
1544	8	11	24	26	27	37	39	8
1545	13	19	29	30	32	40	31	2
1546	6	9	29	32	33	40	5	1
1547	7	12	14	18	31	32	15	9
1548	7	19	20	32	33	35	8	4
1549	16	21	24	32	39	40	1	1
1550	1	2	7	16	17	18	13	7
1551	8	24	28	30	32	36	6	6
1552	2	17	23	33	34	36	24	5
1553	9	10	13	14	25	37	22	6
1554	15	19	21	24	25	29	5	4
1555	1	6	7	25	31	32	35	6
1556	5	6	13	20	28	39	12	3
1557	1	6	12	14	29	30	32	9
1558	3	18	27	29	33	37	36	7
1559	4	14	16	17	22	32	18	2
1560	8	10	24	26	30	40	23	8
1561	6	15	25	34	38	39	9	2
1562	5	6	9	21	25	33	24	1
1563	3	7	18	20	22	30	31	6
1564	4	8	15	26	27	29	30	2
1565	10	15	28	29	33	35	21	2
1566	8	10	18	23	28	34	37	5
1567	4	5	11	14	31	36	39	1
1568	21	22	23	24	26	40	28	2
1569	2	3	6	10	14	26	11	7
1570	11	19	27	28	29	36	32	10
1571	14	15	17	32	38	39	40	3
1572	4	6	7	9	15	25	34	9
1573	16	21	28	31	33	37	32	7
1574	18	24	25	27	32	34	7	4
1575	7	22	29	32	36	39	18	5
1576	5	10	11	15	18	38	6	1
1577	3	8	14	18	23	40	13	2
1578	6	16	22	25	34	40	37	4
1579	10	11	17	21	31	34	15	10
1580	11	14	17	27	32	39	34	4
1581	3	5	15	27	37	38	32	4
1582	7	11	16	23	26	30	27	1
1583	11	12	24	30	36	37	6	7
1584	2	19	22	23	28	29	17	10
1585	1	5	11	12	14	15	35	7
1586	8	15	20	29	35	39	21	5
1587	9	18	20	21	28	30	15	6
1588	17	19	20	21	26	35	4	7
1589	3	4	6	11	28	29	32	7
1590	15	19	22	23	30	36	31	9
1591	2	9	13	25	29	36	11	6
1592	3	11	16	24	38	40	35	7
1593	1	3	21	22	29	30	5	6
1594	4	13	27	32	33	38	35	2
1595	4	7	11	17	32	37	13	3
1596	10	13	17	20	23	28	9	7
1597	1	2	6	7	30	40	36	10
1598	17	19	23	29	31	36	13	9
1599	11	26	29	32	33	37	9	1
1600	5	6	10	15	28	37	29	9
1601	10	12	19	24	26	34	16	10
1602	14	19	24	33	35	36	27	9
1603	10	12	21	24	29	40	19	1
1604	2	12	22	24	26	31	8	5
1605	1	5	13	26	30	32	27	5
1606	3	6	9	25	26	28	31	4
1607	17	19	22	28	35	36	11	6
1608	6	8	11	16	21	34	12	9
1609	4	13	16	25	26	27	1	1
1610	8	16	23	30	37	38	28	6
1611	9	13	22	29	32	40	16	5
1612	1	2	11	31	32	38	27	5
1613	8	13	14	21	25	31	6	4
1614	3	7	13	20	30	34	19	3
1615	1	14	22	27	34	36	5	3
1616	6	8	9	10	17	19	37	4
1617	2	13	18	25	31	35	15	8
1618	2	3	16	17	38	39	31	2
1619	4	6	25	35	39	40	23	5
1620	11	15	17	23	30	35	29	10
1621	3	5	28	29	32	36	20	1
1622	6	10	14	24	28	35	30	7
1623	6	14	19	30	34	36	12	3
1624	25	27	33	34	37	39	18	4
1625	1	11	18	21	22	38	27	10
1626	1	7	14	25	35	38	27	9
1627	2	3	4	5	13	36	1	5
1628	9	11	12	22	32	36	20	9
1629	1	5	23	32	38	40	18	2
1630	10	17	23	27	28	33	40	6
1631	2	11	24	28	29	37	27	4
1632	4	9	10	24	37	38	36	8
1633	4	9	15	28	35	38	37	9
1634	2	19	20	22	25	33	34	8
1635	1	2	9	11	26	36	21	10
1636	20	23	30	32	35	39	38	10
1637	2	13	23	26	27	32	22	3
1638	2	14	15	24	27	29	39	8
1639	1	2	11	26	28	34	8	9
1640	1	9	16	26	33	36	22	2
1641	12	16	17	25	38	39	7	6
1642	1	19	25	30	32	36	23	9
1643	10	11	16	19	24	36	18	3
1644	4	5	11	23	26	34	32	2
1645	1	3	4	9	15	33	38	6
1646	2	3	7	26	31	37	4	5
1647	9	10	11	12	28	30	16	8
1648	1	6	14	16	20	31	19	2
1649	9	17	19	20	32	38	7	4
1650	2	3	8	9	28	36	18	10
1651	1	2	5	9	12	36	22	6
1652	13	14	18	23	29	31	2	1
1653	7	9	16	24	26	39	22	1
1654	1	7	9	31	35	37	20	9
1655	3	6	7	13	36	40	35	6
1656	3	5	6	7	33	37	20	9
1657	3	17	29	32	36	40	24	9
1658	11	25	29	34	39	40	10	8
1659	1	10	18	26	27	40	6	5
1660	4	8	10	12	21	35	1	5
1661	9	11	19	27	31	39	20	6
1662	9	10	13	23	25	30	34	9
1663	5	18	21	26	30	32	1	9
1664	17	18	21	34	37	40	12	1
1665	13	14	26	34	35	36	37	3
1666	2	13	19	25	35	36	6	5
1667	4	5	12	21	34	40	17	9
1668	10	13	24	29	33	40	4	9
1669	1	2	6	8	26	28	29	3
1670	16	22	29	30	31	35	17	10
1671	4	7	12	19	32	37	11	9
1672	2	14	21	23	30	31	36	9
1673	8	10	14	18	23	32	22	10
1674	4	17	22	27	28	32	18	8
1675	4	7	10	25	26	39	13	4
1676	4	6	11	29	33	35	31	8
1677	9	12	14	16	17	27	2	6
1678	10	20	21	22	30	37	39	4
1679	3	7	25	27	28	30	40	9
1680	10	13	16	23	29	36	30	9
1681	10	18	19	21	25	35	38	7
1682	3	9	15	20	24	37	16	1
1683	10	16	20	33	35	36	15	9
1684	6	7	15	19	31	35	11	4
1685	1	12	15	22	27	34	13	5
1686	4	16	24	25	32	34	14	2
1687	2	3	5	21	33	37	24	4
1688	1	12	20	23	25	35	3	1
1689	4	15	24	29	33	35	3	2
1690	3	4	7	11	31	38	25	5
1691	11	13	14	15	22	32	3	7
1692	5	13	15	22	24	29	38	8
1693	1	3	19	22	23	25	31	8
1694	1	9	10	12	23	37	13	5
1695	3	17	19	23	29	39	18	1
1696	3	5	12	25	28	40	34	10
1697	8	13	15	17	25	27	38	5
1698	3	14	18	26	38	39	40	9
1699	2	7	16	26	32	33	12	5
1700	11	12	20	28	31	36	34	2
1701	5	8	12	18	28	36	40	5
1702	7	22	24	25	34	37	19	7
1703	5	9	14	17	24	31	8	2
1704	2	14	15	21	23	32	18	4
1705	3	7	16	19	21	40	27	5
1706	4	5	8	15	16	22	25	3
1707	6	10	11	34	37	39	30	7
1708	11	19	23	28	30	33	16	3
1709	1	3	12	14	17	33	40	2
1710	15	17	19	25	29	38	7	4
1711	3	15	16	22	28	30	5	4
1712	1	3	12	20	21	32	13	5
1713	8	20	21	34	35	38	12	3
1714	10	13	15	19	33	40	32	1
1715	1	2	4	8	16	26	39	10
1716	11	18	29	33	37	39	2	10
1717	3	15	18	19	22	23	20	2
1718	1	12	17	20	26	39	7	1
1719	1	16	20	24	25	28	22	6
1720	6	8	23	26	29	37	17	7
1721	5	10	11	16	31	39	28	5
1722	2	11	15	29	30	38	36	7
1723	11	17	25	29	34	39	1	5
1724	2	4	5	22	30	33	16	7
1725	14	23	26	35	36	37	30	6
1726	29	30	31	35	36	37	19	5
1727	3	9	11	17	25	31	10	3
1728	2	16	19	25	32	40	36	2
1729	3	10	16	18	20	40	35	2
1730	2	12	19	34	35	38	3	9
1731	3	15	23	25	29	34	1	6
1732	1	12	14	34	37	40	22	10
1733	17	18	19	20	24	28	30	3
1734	15	16	19	24	25	40	31	4
1735	9	13	14	29	35	38	27	1
1736	12	15	18	21	22	37	32	5
1737	1	12	28	34	36	37	40	7
1738	2	4	6	11	16	23	40	9
1739	1	13	14	15	22	38	32	3
1740	1	10	13	17	19	23	32	3
1741	7	16	21	33	34	40	9	4
1742	3	14	21	25	34	35	23	10
1743	1	19	20	24	35	39	12	6
1744	2	9	10	15	27	32	18	3
1745	3	7	15	23	27	36	11	3
1746	4	5	11	16	36	40	2	4
1747	2	7	8	25	28	29	11	7
1748	6	11	16	20	34	40	19	9
1749	19	20	21	23	25	40	6	6
1750	4	10	12	33	38	40	27	1
1751	1	13	14	16	28	29	37	2
1752	3	6	13	25	31	37	34	5
1753	1	14	21	23	38	39	7	5
1754	2	13	17	18	36	37	40	9
1755	14	18	22	28	29	34	12	10
1756	5	7	8	12	14	29	10	7
1757	9	16	23	25	31	32	37	7
1758	2	3	4	9	20	24	30	9
1759	9	10	12	18	36	37	1	4
1760	7	8	14	17	22	34	3	10
1761	1	4	6	26	27	33	19	9
1762	4	15	17	18	30	39	31	4
1763	2	19	22	24	27	34	21	2
1764	12	16	23	29	31	39	25	1
1765	6	13	21	30	35	38	25	2
1766	10	15	18	29	30	33	27	9
1767	15	18	20	22	23	35	4	6
1768	5	14	17	18	19	33	10	9
1769	2	5	13	24	33	39	1	6
1770	1	8	10	12	31	34	20	6
1771	10	16	18	19	28	35	9	9
1772	4	10	14	17	21	23	35	1
1773	4	5	21	22	31	34	17	8
1774	5	16	22	29	32	37	27	10
1775	14	17	18	20	25	37	24	5
1776	3	19	25	30	32	38	37	2
1777	4	12	18	27	33	35	19	8
1778	7	9	13	23	27	38	20	3
1779	2	5	10	15	25	28	33	7
1780	3	4	8	9	13	15	11	6
1781	2	7	8	12	21	32	10	7
1782	1	8	18	21	34	36	15	10
1783	4	12	13	30	33	35	37	6
1784	18	20	22	24	29	35	17	2
1785	1	3	8	11	19	36	37	7
1786	2	7	8	12	15	17	19	2
1787	3	5	7	9	11	13	36	7
1788	3	22	25	35	36	38	7	2
1789	22	23	26	32	36	40	35	1
1790	15	19	24	29	32	35	30	4
1791	1	16	28	32	39	40	27	2
1792	8	13	24	26	29	39	19	2
1793	2	4	9	12	13	37	16	9
1794	1	4	5	9	26	34	29	5
1795	5	10	17	21	26	33	25	7
1796	4	12	26	28	32	35	21	1
1797	9	19	24	33	37	39	10	8
1798	10	12	15	17	18	34	23	2
1799	10	11	14	15	16	32	37	8
1800	1	7	22	23	29	36	18	2
1801	1	12	15	22	39	40	7	10
1802	4	9	10	20	27	30	8	6
1803	6	8	20	24	27	31	1	4
1804	3	14	25	27	30	34	18	7
1805	7	8	22	25	32	40	31	5
1806	8	21	22	24	25	34	37	5
1807	18	19	20	30	31	38	24	7
1808	6	25	26	30	34	39	10	3
1809	1	5	18	23	24	25	14	9
1810	2	8	12	16	18	38	33	10
1811	3	20	29	30	32	37	11	3
1812	5	7	18	22	29	40	25	6
1813	2	14	22	23	30	37	35	2
1814	10	15	25	27	28	31	38	3
1815	3	24	29	30	32	40	20	1
1816	2	10	11	15	33	35	5	8
1817	11	15	22	31	35	39	16	3
1818	2	4	20	23	24	34	31	2
1819	4	6	11	12	23	40	10	6
1820	4	6	18	19	24	40	27	6
1821	3	8	21	22	30	35	37	1
1822	1	12	17	24	32	33	31	5
1823	3	10	11	13	31	40	35	7
1824	13	19	27	31	35	37	2	6
1825	2	17	22	25	38	40	8	9
1826	9	17	19	20	29	33	14	2
1827	6	8	14	15	26	31	34	10
1828	1	4	24	25	26	37	9	7
1829	2	5	6	26	27	31	16	2
1830	1	2	27	35	36	40	3	4
1831	1	7	20	22	23	28	39	4
1832	13	31	33	36	38	40	34	9
1833	1	9	31	32	36	38	8	1
1834	8	9	12	14	15	19	24	1
1835	4	7	16	21	32	36	15	4
1836	7	20	25	28	32	34	36	8
1837	7	8	14	23	31	39	25	6
1838	3	11	18	21	32	37	20	5
1839	10	12	21	23	30	33	6	7
1840	10	21	23	24	27	36	16	3
1841	5	7	10	13	17	37	25	5
1842	2	3	9	13	18	21	33	1
1843	7	10	12	30	35	38	24	6
1844	10	11	14	22	28	40	12	8
1845	17	22	31	32	33	40	6	5
1846	1	8	10	18	26	28	31	2
1847	9	18	21	27	34	35	11	10
1848	1	10	21	32	37	39	19	2
1849	16	19	20	31	35	38	23	1
1850	4	8	22	24	29	37	35	2
1851	7	16	17	32	37	38	9	2
1852	4	27	29	34	36	37	10	8
1853	7	8	9	11	19	28	38	3
1854	2	3	16	19	20	39	32	3
1855	5	13	14	21	27	37	22	6
1856	9	10	12	20	24	25	7	1
1857	2	3	12	14	16	28	7	7
1858	2	10	23	30	35	37	21	4
1859	8	10	20	26	30	40	5	2
1860	1	19	22	30	33	37	11	6
1861	5	17	26	27	28	39	33	1
1862	6	10	22	25	27	36	17	10
1863	2	6	7	8	23	39	32	2
1864	6	15	25	27	28	35	4	5
1865	4	11	19	30	31	33	7	5
1866	7	10	12	14	26	37	40	8
1867	15	29	30	32	38	39	28	2
1868	7	10	18	19	20	37	29	7
1869	1	15	22	31	38	39	5	4
1870	2	5	17	31	33	37	40	5
1871	5	12	28	33	35	38	37	7
1872	7	10	16	28	33	36	34	4
1873	1	10	16	18	26	27	30	8
1874	4	5	13	22	24	28	6	6
1875	6	22	23	25	27	32	8	6
1876	1	4	6	17	19	21	30	5
1877	4	10	16	22	25	40	35	2
1878	7	17	30	31	34	39	25	9
1879	3	7	11	24	25	40	35	6
1880	8	12	17	23	31	34	40	8
1881	15	19	23	31	35	40	8	2
1882	1	6	10	12	29	32	19	2
1883	6	8	15	17	21	23	29	2
1884	2	4	6	17	22	35	21	8
1885	4	15	19	23	24	25	21	3
1886	2	4	5	24	30	37	33	9
1887	4	6	20	22	30	39	38	3
1888	1	7	20	29	31	38	32	2
1889	7	8	13	24	32	38	17	9
1890	6	13	15	22	26	34	12	4
1891	7	11	19	21	26	36	17	10
1892	7	14	19	23	32	34	2	3
1893	3	5	15	21	22	31	9	3
1894	5	13	15	36	37	39	14	2
1895	3	4	6	22	25	32	13	1
1896	8	9	16	20	33	36	17	5
1897	5	15	22	27	29	38	13	3
1898	19	23	25	27	30	40	37	1
1899	5	7	14	17	22	29	9	2
1900	6	12	21	28	35	38	8	6
1901	2	3	20	24	26	39	22	7
1902	8	12	16	19	20	24	18	10
1903	5	7	10	11	36	39	20	4
1904	13	16	21	23	27	35	26	10
1905	1	7	9	10	15	19	26	2
1906	6	7	11	23	29	37	20	6
1907	2	9	10	17	22	31	18	6
1908	13	18	19	32	33	39	2	6
1909	1	2	11	17	30	35	7	10
1910	16	17	20	22	28	29	6	5
1911	1	4	9	22	26	28	23	7
1912	12	18	26	33	35	39	28	5
1913	1	8	15	16	22	30	19	8
